womparl,lnmmrt,country,year,quota,lngdp
18.5,5.3471069,Guyana,2000,0,8.416688
18.299999,5.3518581,Guyana,2001,0,8.4403181
20,5.3375378,Guyana,2002,0,8.4512768
20,5.3375378,Guyana,2003,0,8.4412088
30.799999,5.3936281,Guyana,2004,0,8.4738903
30.799999,5.4467368,Guyana,2005,0,8.4550667
29,5.4205351,Guyana,2006,0,8.5068855
29,5.3798971,Guyana,2007,0,8.5770464
30,5.298317,Guyana,2008,0,8.5987005
30,5.1704841,Guyana,2009,0,8.6344366
30,5.484797,Guyana,2010,0,8.673831
31.299999,5.4764628,Guyana,2011,0,8.7210875
31.299999,5.4764628,Guyana,2012,0,8.7671909
31.299999,5.4638319,Guyana,2013,0,8.8095465
31.299999,5.4510379,Guyana,2014,0,8.8408051
35.135139,5.433722,Guyana,2015,0,8.8642111
10.2,5.6058021,Honduras,1990,0,8.0620136
10.2,5.5254531,Honduras,1991,0,8.0652494
10.2,5.433722,Honduras,1992,0,8.091382
7,5.3327188,Honduras,1993,0,8.123457
7,5.2257471,Honduras,1994,0,8.0822458
7,5.1119881,Honduras,1995,0,8.0942898
7,5.0172801,Honduras,1996,0,8.1021757
9.3999996,4.94876,Honduras,1997,0,8.1238327
9.3999996,4.89784,Honduras,1998,0,8.1257353
9.3999996,4.882802,Honduras,1999,0,8.0803299
9.3999996,4.8903489,Honduras,2000,0,8.11028
9.3999996,4.89784,Honduras,2001,0,8.1116076
5.5,4.9126549,Honduras,2002,0,8.1233673
5.5,4.94876,Honduras,2003,0,8.1432714
5.5,4.9972119,Honduras,2004,0,8.1798019
23.4,5.0106349,Honduras,2005,0,8.2153215
23.4,5.0304379,Honduras,2006,0,8.256403
23.4,5.036952,Honduras,2007,0,8.2945995
23.4,5.0562458,Honduras,2008,0,8.3149052
18,5.0562458,Honduras,2009,0,8.2698746
18,5.0434251,Honduras,2010,0,8.2868195
19.5,5.0039458,Honduras,2011,0,8.3055029
19.5,4.94876,Honduras,2012,0,8.3276834
19.5,4.9052749,Honduras,2013,0,8.3374872
25.799999,4.882802,Honduras,2014,0,8.3502703
25.78125,4.8598118,Honduras,2015,0,8.3689661
20.700001,3.1780541,Hungary,1990,0,9.6256428
7.3000002,3.135494,Hungary,1991,0,9.6256428
7.3000002,3.135494,Hungary,1992,0,9.5949125
7.3000002,3.1780541,Hungary,1993,0,9.5902758
11.4,3.044523,Hungary,1994,0,9.6206903
11.4,2.9957321,Hungary,1995,0,9.6368675
11.4,2.890372,Hungary,1996,0,9.6387272
11.4,2.8332131,Hungary,1997,0,9.6735973
8.3000002,2.772589,Hungary,1998,0,9.7174101
8.3000002,2.772589,Hungary,1999,0,9.7516146
8.3000002,2.70805,Hungary,2000,0,9.7954426
8.3000002,2.6390569,Hungary,2001,0,9.8354216
9.1000004,2.6390569,Hungary,2002,0,9.882556
9.8000002,2.6390569,Hungary,2003,0,9.9231844
9.1000004,2.564949,Hungary,2004,0,9.9742355
9.1000004,2.6390569,Hungary,2005,0,10.01917
10.4,2.6390569,Hungary,2006,0,10.05852
11.1,2.772589,Hungary,2007,0,10.0644
11.1,2.70805,Hungary,2008,0,10.07467
11.1,2.772589,Hungary,2009,0,10.00795
9.1000004,2.70805,Hungary,2010,0,10.017
8.8000002,2.772589,Hungary,2011,0,10.03632
8.8000002,2.772589,Hungary,2012,0,10.02491
8.8000002,2.772589,Hungary,2013,0,10.04841
10.1,2.772589,Hungary,2014,0,10.09251
10.10101,2.8332131,Hungary,2015,0,10.12801
20.6,1.94591,Iceland,1990,0,10.27905
23.799999,1.791759,Iceland,1991,0,10.26522
23.799999,1.791759,Iceland,1992,0,10.21833
23.799999,1.791759,Iceland,1993,0,10.22121
23.799999,1.791759,Iceland,1994,0,10.24799
25.4,1.791759,Iceland,1995,0,10.24373
25.4,1.791759,Iceland,1996,0,10.28508
25.4,1.6094379,Iceland,1997,0,10.32485
25.4,1.6094379,Iceland,1998,0,10.37774
34.900002,1.6094379,Iceland,1999,0,10.40491
34.900002,1.6094379,Iceland,2000,0,10.43696
34.900002,1.6094379,Iceland,2001,0,10.46129
34.900002,1.6094379,Iceland,2002,0,10.4555
30.200001,1.6094379,Iceland,2003,0,10.47269
30.200001,1.386294,Iceland,2004,0,10.54179
33.299999,1.386294,Iceland,2005,0,10.59086
33.299999,1.386294,Iceland,2006,0,10.61618
33.299999,1.386294,Iceland,2007,0,10.68026
33.299999,1.386294,Iceland,2008,0,10.67674
42.900002,1.386294,Iceland,2009,0,10.60136
42.900002,1.386294,Iceland,2010,0,10.57075
39.700001,1.098612,Iceland,2011,0,10.58714
39.700001,1.098612,Iceland,2012,0,10.59492
39.700001,1.386294,Iceland,2013,0,10.62764
39.700001,1.386294,Iceland,2014,0,10.63828
41.26984,1.098612,Iceland,2015,0,10.67007
5,6.3207679,India,1990,0,7.4701428
7.1999998,6.287858,India,1991,0,7.460269
7.1999998,6.2557502,India,1992,0,7.4936142
7.1999998,6.2225761,India,1993,0,7.5203152
8,6.1903148,India,1994,0,7.5653338
8,6.1548581,India,1995,0,7.619133
7.1999998,6.1158919,India,1996,0,7.6729279
7.1999998,6.0730438,India,1997,0,7.693893
8.1000004,6.025866,India,1998,0,7.7354541
8.3999996,5.9788861,India,1999,0,7.8021069
9,5.9242558,India,2000,0,7.822062
8.8000002,5.869297,India,2001,0,7.8518281
8.8000002,5.8141298,India,2002,0,7.8722
8.8000002,5.7557421,India,2003,0,7.9312859
8.3000002,5.697093,India,2004,0,7.991323
8.3000002,5.634789,India,2005,0,8.0642681
8.3000002,5.57973,India,2006,0,8.1373758
9.1000004,5.521461,India,2007,0,8.2157574
9.1000004,5.46806,India,2008,0,8.2392321
10.8,5.416101,India,2009,0,8.3064241
10.8,5.3706379,India,2010,0,8.3904266
11,5.3278761,India,2011,0,8.4415808
11,5.2832041,India,2012,0,8.4820967
11,5.2417469,India,2013,0,8.5318069
11.4,5.1984968,India,2014,0,8.5922832
11.97053,5.1590552,India,2015,0,8.6576614
12.4,6.1003189,Indonesia,1990,0,8.4393129
12.4,6.0330858,Indonesia,1991,0,8.4887781
12.2,5.968708,Indonesia,1992,0,8.534811
12.2,5.908083,Indonesia,1993,0,8.5813065
12.2,5.8493252,Indonesia,1994,0,8.6380653
12.2,5.7868972,Indonesia,1995,0,8.7016478
12.2,5.7430029,Indonesia,1996,0,8.762022
11.4,5.7004442,Indonesia,1997,0,8.7934904
11.4,5.659482,Indonesia,1998,0,8.6386271
8,5.6204009,Indonesia,1999,0,8.6325226
8,5.57973,Indonesia,2000,0,8.6666145
8,5.53339,Indonesia,2001,0,8.6884766
8,5.484797,Indonesia,2002,0,8.7185926
8,5.4424181,Indonesia,2003,0,8.7514219
11.3,5.3981628,Indonesia,2004,0,8.786685
11.3,5.356586,Indonesia,2005,0,8.82829
11.3,5.298317,Indonesia,2006,0,8.8681479
11.6,5.2470241,Indonesia,2007,0,8.91605
11.6,5.1984968,Indonesia,2008,0,8.9609337
17.9,5.1532922,Indonesia,2009,0,8.9928026
18,5.1059461,Indonesia,2010,0,9.0399666
18.200001,5.0498562,Indonesia,2011,0,9.0867958
18.6,4.9972119,Indonesia,2012,0,9.1325064
18.6,4.9416418,Indonesia,2013,0,9.174016
16.9,4.8903489,Indonesia,2014,0,9.2106485
17.117121,4.8362818,Indonesia,2015,0,9.2464504
1.5,4.8121839,"Iran, Islamic Rep.",1990,0,9.307003
1.5,4.7273879,"Iran, Islamic Rep.",1991,0,9.4064693
3.5,4.6347289,"Iran, Islamic Rep.",1992,0,9.4236069
3.5,4.5432949,"Iran, Islamic Rep.",1993,0,9.396327
3.5,4.4659081,"Iran, Islamic Rep.",1994,0,9.3668346
3.5,4.3820271,"Iran, Islamic Rep.",1995,0,9.376421
4,4.2904601,"Iran, Islamic Rep.",1996,0,9.4214973
4.9000001,4.1896548,"Iran, Islamic Rep.",1997,0,9.4167681
4.9000001,4.0943451,"Iran, Islamic Rep.",1998,0,9.4185553
4.9000001,4.0073328,"Iran, Islamic Rep.",1999,0,9.4203634
3.4000001,3.9318261,"Iran, Islamic Rep.",2000,0,9.4608736
3.4000001,3.8286409,"Iran, Islamic Rep.",2001,0,9.4700336
4.0999999,3.7612,"Iran, Islamic Rep.",2002,0,9.5345926
4.0999999,3.6635621,"Iran, Islamic Rep.",2003,0,9.6053305
4.0999999,3.583519,"Iran, Islamic Rep.",2004,0,9.6361609
4.0999999,3.526361,"Iran, Islamic Rep.",2005,0,9.6560678
4.0999999,3.4657359,"Iran, Islamic Rep.",2006,0,9.6934748
4.0999999,3.401197,"Iran, Islamic Rep.",2007,0,9.760663
2.8,3.367296,"Iran, Islamic Rep.",2008,0,9.7519255
2.8,3.3322051,"Iran, Islamic Rep.",2009,0,9.7504559
2.8,3.2958369,"Iran, Islamic Rep.",2010,0,9.7949457
2.8,3.2958369,"Iran, Islamic Rep.",2011,0,9.8087425
3.0999999,3.258096,"Iran, Islamic Rep.",2012,0,9.7187185
3.0999999,3.258096,"Iran, Islamic Rep.",2013,0,9.7040157
3.0999999,3.258096,"Iran, Islamic Rep.",2014,0,9.7364998
3.1034479,3.2188759,"Iran, Islamic Rep.",2015,0,9.7111702
7.8000002,2.3978951,Ireland,1990,0,9.9736319
7.8000002,2.3025849,Ireland,1991,0,9.9869947
12,2.3025849,Ireland,1992,0,10.01306
12,2.1972251,Ireland,1993,0,10.03463
12.7,2.1972251,Ireland,1994,0,10.08665
12.7,2.3025849,Ireland,1995,0,10.1735
12.7,2.1972251,Ireland,1996,0,10.24079
12,2.1972251,Ireland,1997,0,10.3287
12,2.1972251,Ireland,1998,0,10.39985
12,2.1972251,Ireland,1999,0,10.48949
12,2.1972251,Ireland,2000,0,10.56746
12,2.1972251,Ireland,2001,0,10.60795
13.3,2.079442,Ireland,2002,0,10.65228
13.3,1.94591,Ireland,2003,0,10.66671
13.3,1.94591,Ireland,2004,0,10.71311
13.3,2.079442,Ireland,2005,0,10.74965
13.3,1.94591,Ireland,2006,0,10.77643
13.3,1.94591,Ireland,2007,0,10.7983
13.3,2.079442,Ireland,2008,0,10.73776
13.9,2.1972251,Ireland,2009,0,10.68023
13.9,1.94591,Ireland,2010,0,10.69264
15.1,2.079442,Ireland,2011,0,10.71841
15.1,2.079442,Ireland,2012,0,10.71657
15.7,2.079442,Ireland,2013,0,10.73035
15.7,2.079442,Ireland,2014,0,10.80624
16.26506,2.079442,Ireland,2015,0,11.02749
6.6999998,2.3978951,Israel,1990,0,9.9291754
6.6999998,2.3978951,Israel,1991,0,9.9434271
9.1999998,2.3025849,Israel,1992,0,9.9836016
9.1999998,2.3025849,Israel,1993,0,9.997364
9.1999998,2.1972251,Israel,1994,0,10.04312
9.1999998,2.3025849,Israel,1995,0,10.08038
7.5,2.1972251,Israel,1996,0,10.10599
7.5,2.1972251,Israel,1997,0,10.11697
7.5,2.1972251,Israel,1998,0,10.13492
11.7,2.1972251,Israel,1999,0,10.14498
12.5,2.079442,Israel,2000,0,10.19708
13.3,2.079442,Israel,2001,0,10.17376
14.2,2.079442,Israel,2002,0,10.15524
15,2.079442,Israel,2003,0,10.14483
15,1.94591,Israel,2004,0,10.17184
15,1.94591,Israel,2005,0,10.19471
14.2,1.94591,Israel,2006,0,10.22783
14.2,1.791759,Israel,2007,0,10.2662
14.2,1.791759,Israel,2008,0,10.27788
18.299999,1.791759,Israel,2009,0,10.2677
19.200001,1.791759,Israel,2010,0,10.30035
20,1.791759,Israel,2011,0,10.32739
20,1.6094379,Israel,2012,0,10.32817
22.5,1.6094379,Israel,2013,0,10.3498
22.5,1.6094379,Israel,2014,0,10.36414
24.16667,1.6094379,Israel,2015,0,10.37425
12.9,2.079442,Italy,1990,0,10.34631
12.9,2.079442,Italy,1991,0,10.36088
8.1000004,1.94591,Italy,1992,0,10.36851
8.1000004,1.94591,Italy,1993,0,10.35934
15.1,1.94591,Italy,1994,0,10.38042
15.1,1.94591,Italy,1995,0,10.40886
11.1,1.791759,Italy,1996,0,10.42136
11.1,1.791759,Italy,1997,0,10.43902
11.1,1.6094379,Italy,1998,0,10.45476
11.1,1.6094379,Italy,1999,0,10.47007
11.1,1.6094379,Italy,2000,0,10.50605
9.8000002,1.6094379,Italy,2001,0,10.52305
9.8000002,1.6094379,Italy,2002,0,10.52405
11.5,1.6094379,Italy,2003,0,10.52111
11.5,1.386294,Italy,2004,0,10.53034
11.5,1.386294,Italy,2005,0,10.53487
17.299999,1.386294,Italy,2006,0,10.55174
17.299999,1.386294,Italy,2007,0,10.56132
21.299999,1.386294,Italy,2008,0,10.54413
21.299999,1.386294,Italy,2009,0,10.4832
21.299999,1.386294,Italy,2010,0,10.49685
21.6,1.386294,Italy,2011,0,10.50088
21.4,1.386294,Italy,2012,0,10.46959
31.4,1.386294,Italy,2013,0,10.44056
31.4,1.386294,Italy,2014,0,10.43252
30.952379,1.386294,Italy,2015,0,10.44296
5,4.3694482,Jamaica,1990,0,8.8936749
5,4.356709,Jamaica,1991,0,8.9329338
5,4.356709,Jamaica,1992,0,8.943471
11.7,4.3694482,Jamaica,1993,0,9.0240126
11.7,4.3820271,Jamaica,1994,0,9.0280495
11.7,4.3944492,Jamaica,1995,0,9.0416174
11.7,4.4188399,Jamaica,1996,0,9.0308495
11.7,4.4426508,Jamaica,1997,0,9.0097332
13.6,4.4659081,Jamaica,1998,0,8.9766684
13.3,4.4773369,Jamaica,1999,0,8.9781265
13.3,4.488636,Jamaica,2000,0,8.9785671
13.3,4.4998102,Jamaica,2001,0,8.9843721
11.7,4.4998102,Jamaica,2002,0,8.9972858
11.7,4.4998102,Jamaica,2003,0,9.0269814
11.7,4.4998102,Jamaica,2004,0,9.034153
11.7,4.5217891,Jamaica,2005,0,9.0372429
11.7,4.510859,Jamaica,2006,0,9.0601521
13.3,4.532599,Jamaica,2007,0,9.0688829
13.3,4.532599,Jamaica,2008,0,9.0554657
13.3,4.532599,Jamaica,2009,0,9.0061417
13.3,4.532599,Jamaica,2010,0,8.9866991
12.7,4.532599,Jamaica,2011,0,8.9995155
12.7,4.5217891,Jamaica,2012,0,8.9892006
12.7,4.510859,Jamaica,2013,0,8.9903765
12.7,4.4998102,Jamaica,2014,0,8.9935818
12.69841,4.488636,Jamaica,2015,0,8.9990339
1.4,2.6390569,Japan,1990,0,10.32375
2.3,2.564949,Japan,1991,0,10.35335
2.3,2.4849069,Japan,1992,0,10.35903
2.7,2.4849069,Japan,1993,0,10.35827
2.7,2.3978951,Japan,1994,0,10.36346
2.7,2.3978951,Japan,1995,0,10.38669
4.5999999,2.3978951,Japan,1996,0,10.41469
4.5999999,2.3025849,Japan,1997,0,10.42301
4.5999999,2.3025849,Japan,1998,0,10.40894
4.5999999,2.3025849,Japan,1999,0,10.4046
7.3000002,2.3025849,Japan,2000,0,10.43034
7.3000002,2.1972251,Japan,2001,0,10.43198
7.3000002,2.079442,Japan,2002,0,10.43084
7.0999999,2.079442,Japan,2003,0,10.44387
7.0999999,2.079442,Japan,2004,0,10.46534
9,1.94591,Japan,2005,0,10.48173
9.3999996,1.94591,Japan,2006,0,10.4952
9.3999996,1.791759,Japan,2007,0,10.51046
9.3999996,1.791759,Japan,2008,0,10.49898
11.3,1.791759,Japan,2009,0,10.44341
11.3,1.791759,Japan,2010,0,10.4843
10.8,1.791759,Japan,2011,0,10.485
7.9000001,1.791759,Japan,2012,0,10.50143
8.1000004,1.791759,Japan,2013,0,10.52268
8.1000004,1.791759,Japan,2014,0,10.52775
9.4736843,1.6094379,Japan,2015,0,10.54226
0,4.70048,Jordan,1990,0,8.7456436
0,4.6539602,Jordan,1991,0,8.7109709
0,4.6249728,Jordan,1992,0,8.8264627
1.3,4.59512,Jordan,1993,0,8.8174791
1.3,4.5643482,Jordan,1994,0,8.8180208
1.3,4.532599,Jordan,1995,0,8.838582
1.3,4.510859,Jordan,1996,0,8.8283491
0,4.4773369,Jordan,1997,0,8.8366175
0,4.4308171,Jordan,1998,0,8.8465166
0,4.3820271,Jordan,1999,0,8.862545
0,4.3438048,Jordan,2000,0,8.8866806
1.3,4.2904601,Jordan,2001,0,8.920476
1.3,4.2484951,Jordan,2002,0,8.9587708
5.5,4.2195082,Jordan,2003,1,8.9790802
5.5,4.174387,Jordan,2004,1,9.0358829
5.5,4.1271338,Jordan,2005,1,9.0824604
5.5,4.0943451,Jordan,2006,1,9.1224861
6.4000001,4.077538,Jordan,2007,1,9.1583595
6.4000001,4.0604429,Jordan,2008,1,9.1814041
6.4000001,4.0604429,Jordan,2009,1,9.1849346
10.8,4.077538,Jordan,2010,1,9.1561766
10.8,4.077538,Jordan,2011,1,9.1285019
10.8,4.077538,Jordan,2012,1,9.1010008
12.2,4.077538,Jordan,2013,1,9.0775757
12,4.077538,Jordan,2014,1,9.0620937
12,4.0604429,Jordan,2015,1,9.0467682
1.1,6.5323339,Kenya,1990,0,7.7750282
1.1,6.5191469,Kenya,1991,0,7.7566428
3,6.508769,Kenya,1992,0,7.716692
3,6.505784,Kenya,1993,0,7.6890559
3,6.5279579,Kenya,1994,0,7.6846652
3,6.5482192,Kenya,1995,0,7.6981702
3,6.5750761,Kenya,1996,0,7.7099218
3,6.5916739,Kenya,1997,0,7.6864138
3.5999999,6.6080012,Kenya,1998,0,7.6910038
3.5999999,6.626718,Kenya,1999,0,7.6862779
3.5999999,6.6320019,Kenya,2000,0,7.664856
3.5999999,6.6398759,Kenya,2001,0,7.6746402
3.5999999,6.642487,Kenya,2002,0,7.652854
7.0999999,6.6437898,Kenya,2003,0,7.6545272
7.0999999,6.6214061,Kenya,2004,0,7.6770248
7.0999999,6.590301,Kenya,2005,0,7.7070408
7.3000002,6.5539341,Kenya,2006,0,7.7422929
7.1999998,6.5220928,Kenya,2007,0,7.7810349
9.8000002,6.49224,Kenya,2008,0,7.7558389
9.8000002,6.45047,Kenya,2009,0,7.760942
9.8000002,6.4052291,Kenya,2010,1,7.8143358
9.8000002,6.3699012,Kenya,2011,1,7.846539
9.8000002,6.331502,Kenya,2012,1,7.8642292
18.6,6.2915692,Kenya,2013,1,7.8946819
19.1,6.2633982,Kenya,2014,1,7.9204559
19.714279,6.2344108,Kenya,2015,1,7.9500241
0,5.4553208,Kiribati,1990,0,7.5812712
0,5.4467368,Kiribati,1991,0,7.5636411
2.4000001,5.4293461,Kiribati,1992,0,7.5579739
2.4000001,5.402678,Kiribati,1993,0,7.5540061
0,5.3706379,Kiribati,1994,0,7.5586061
0,5.3327188,Kiribati,1995,0,7.544888
0,5.2882671,Kiribati,1996,0,7.5466671
0,5.2470241,Kiribati,1997,0,7.547142
0,5.2040071,Kiribati,1998,0,7.5937629
4.9000001,5.1590552,Kiribati,1999,0,7.5610442
4.9000001,5.1119881,Kiribati,2000,0,7.6044612
4.8000002,5.0751739,Kiribati,2001,0,7.5725899
4.8000002,5.0304379,Kiribati,2002,0,7.592617
4.8000002,4.9836068,Kiribati,2003,0,7.5948691
4.8000002,4.9416418,Kiribati,2004,0,7.5600829
4.8000002,4.9052749,Kiribati,2005,0,7.5889111
7.0999999,4.8520298,Kiribati,2006,0,7.5522332
4.3000002,4.8121839,Kiribati,2007,0,7.5524902
4.3000002,4.7791228,Kiribati,2008,0,7.5119781
4.3000002,4.7361979,Kiribati,2009,0,7.4934831
4.3000002,4.6913481,Kiribati,2010,0,7.4567661
8.6999998,4.6539602,Kiribati,2011,0,7.4421892
8.6999998,4.6151199,Kiribati,2012,0,7.4742389
8.6999998,4.5643482,Kiribati,2013,0,7.5125842
8.6999998,4.532599,Kiribati,2014,0,7.503911
8.695652,4.4998102,Kiribati,2015,0,7.5844178
21.1,4.3174882,"Korea, Dem. Rep.",1990,0,
20.1,4.1431351,"Korea, Dem. Rep.",1991,0,
20.1,4.025352,"Korea, Dem. Rep.",1992,0,
20.1,4.025352,"Korea, Dem. Rep.",1993,0,
20.1,4.174387,"Korea, Dem. Rep.",1994,0,
20.1,4.3944492,"Korea, Dem. Rep.",1995,0,
20.1,4.59512,"Korea, Dem. Rep.",1996,0,
20.1,4.7535901,"Korea, Dem. Rep.",1997,0,
20.1,4.8441868,"Korea, Dem. Rep.",1998,0,
20.1,4.8751969,"Korea, Dem. Rep.",1999,0,
20.1,4.8520298,"Korea, Dem. Rep.",2000,0,
20.1,4.7957911,"Korea, Dem. Rep.",2001,0,
20.1,4.7361979,"Korea, Dem. Rep.",2002,0,
20.1,4.6913481,"Korea, Dem. Rep.",2003,0,
20.1,4.6634388,"Korea, Dem. Rep.",2004,0,
20.1,4.6539602,"Korea, Dem. Rep.",2005,0,
20.1,4.6443911,"Korea, Dem. Rep.",2006,0,
20.1,4.6443911,"Korea, Dem. Rep.",2007,0,
20.1,4.6347289,"Korea, Dem. Rep.",2008,0,
15.6,4.6051698,"Korea, Dem. Rep.",2009,0,
15.6,4.5747108,"Korea, Dem. Rep.",2010,0,
15.6,4.5538769,"Korea, Dem. Rep.",2011,0,
15.6,4.510859,"Korea, Dem. Rep.",2012,0,
15.6,4.4659081,"Korea, Dem. Rep.",2013,0,
16.299999,4.4426508,"Korea, Dem. Rep.",2014,0,
16.302759,4.4067192,"Korea, Dem. Rep.",2015,0,
2,3.044523,"Korea, Rep.",1990,0,9.3615665
2,3.044523,"Korea, Rep.",1991,0,9.4501905
2,2.9957321,"Korea, Rep.",1992,0,9.4997234
2,2.9444389,"Korea, Rep.",1993,0,9.5557899
2,2.9444389,"Korea, Rep.",1994,0,9.6337957
2,2.9444389,"Korea, Rep.",1995,0,9.7151327
3,2.9444389,"Korea, Rep.",1996,0,9.7788048
3,2.890372,"Korea, Rep.",1997,0,9.8269625
3.7,2.8332131,"Korea, Rep.",1998,0,9.7634773
3.7,2.772589,"Korea, Rep.",1999,0,9.8635063
5.9000001,2.772589,"Korea, Rep.",2000,0,9.9406281
5.9000001,2.6390569,"Korea, Rep.",2001,0,9.9772148
5.9000001,2.6390569,"Korea, Rep.",2002,0,10.04313
5.9000001,2.70805,"Korea, Rep.",2003,0,10.06685
13,2.6390569,"Korea, Rep.",2004,0,10.11073
13.4,2.6390569,"Korea, Rep.",2005,0,10.14709
13.4,2.564949,"Korea, Rep.",2006,0,10.19231
14.4,2.6390569,"Korea, Rep.",2007,0,10.24045
13.7,2.6390569,"Korea, Rep.",2008,0,10.26076
14.7,2.70805,"Korea, Rep.",2009,0,10.26266
14.7,2.70805,"Korea, Rep.",2010,0,10.32062
14.7,2.6390569,"Korea, Rep.",2011,0,10.34909
15.7,2.564949,"Korea, Rep.",2012,0,10.3665
15.7,2.4849069,"Korea, Rep.",2013,0,10.39049
16.299999,2.4849069,"Korea, Rep.",2014,0,10.41708
16.33333,2.3978951,"Korea, Rep.",2015,0,10.43933
0,1.94591,Kuwait,1990,0,11.30242
0,1.6094379,Kuwait,1991,0,11.30242
0,1.791759,Kuwait,1992,0,11.30242
0,1.94591,Kuwait,1993,0,11.30242
0,2.079442,Kuwait,1994,0,11.30242
0,2.1972251,Kuwait,1995,0,11.30242
0,2.1972251,Kuwait,1996,0,11.29544
0,2.079442,Kuwait,1997,0,11.26992
0,2.079442,Kuwait,1998,0,11.2377
0,1.94591,Kuwait,1999,0,11.15599
0,1.94591,Kuwait,2000,0,11.15511
0,1.94591,Kuwait,2001,0,11.13419
0,1.791759,Kuwait,2002,0,11.14754
0,1.791759,Kuwait,2003,0,11.29555
0,1.791759,Kuwait,2004,0,11.38002
1.5,1.791759,Kuwait,2005,0,11.44539
1.5,1.791759,Kuwait,2006,0,11.47465
1.5,1.791759,Kuwait,2007,0,11.48113
3.0999999,1.791759,Kuwait,2008,0,11.44784
7.6999998,1.6094379,Kuwait,2009,0,11.31353
7.6999998,1.6094379,Kuwait,2010,0,11.22796
7.6999998,1.386294,Kuwait,2011,0,11.25751
6.1999998,1.386294,Kuwait,2012,0,11.25955
6.1999998,1.386294,Kuwait,2013,0,11.21296
1.5,1.386294,Kuwait,2014,0,11.16806
1.538462,1.386294,Kuwait,2015,0,11.13424
6.3000002,6.8079352,Lao PDR,1990,0,7.443099
6.3000002,6.7604151,Lao PDR,1991,0,7.4570122
9.3999996,6.7080841,Lao PDR,1992,0,7.483582
9.3999996,6.6515722,Lao PDR,1993,0,7.514524
9.3999996,6.5985088,Lao PDR,1994,0,7.567944
9.3999996,6.5439119,Lao PDR,1995,0,7.612637
9.3999996,6.498282,Lao PDR,1996,0,7.6581631
21.200001,6.4488888,Lao PDR,1997,0,7.7047839
21.200001,6.4002581,Lao PDR,1998,0,7.7252269
21.200001,6.3508859,Lao PDR,1999,0,7.7783241
21.200001,6.302619,Lao PDR,2000,0,7.818038
21.200001,6.251904,Lao PDR,2001,0,7.8580871
22.9,6.2005091,Lao PDR,2002,0,7.9004302
22.9,6.148468,Lao PDR,2003,0,7.9444561
22.9,6.0958252,Lao PDR,2004,0,7.990983
22.9,6.035481,Lao PDR,2005,0,8.0439844
25.200001,5.971262,Lao PDR,2006,0,8.1102304
25.200001,5.9026332,Lao PDR,2007,0,8.1664276
25.200001,5.831882,Lao PDR,2008,0,8.2247019
25.200001,5.7557421,Lao PDR,2009,0,8.2806759
25.200001,5.6835799,Lao PDR,2010,0,8.3473005
25,5.602119,Lao PDR,2011,0,8.4107552
25,5.521461,Lao PDR,2012,0,8.4751434
25,5.4380789,Lao PDR,2013,0,8.5400486
25,5.3612919,Lao PDR,2014,0,8.6008873
25,5.2832041,Lao PDR,2015,0,8.657835
0,4.3040652,Lebanon,1990,0,8.9692526
.89999998,4.2626801,Lebanon,1991,0,9.274662
2.3,4.174387,Lebanon,1992,0,9.2937775
2.3,4.1108742,Lebanon,1993,0,9.3338079
2.3,4.0430508,Lebanon,1994,0,9.3856802
2.3,3.9889841,Lebanon,1995,0,9.4294243
2.3,3.9318261,Lebanon,1996,0,9.467205
2.3,3.89182,Lebanon,1997,0,9.4370279
2.3,3.850147,Lebanon,1998,0,9.4654655
2.3,3.806663,Lebanon,1999,0,9.4473076
2.3,3.7376699,Lebanon,2000,0,9.4360266
2.3,3.6635621,Lebanon,2001,0,9.4362516
2.3,3.583519,Lebanon,2002,0,9.4224644
2.3,3.4965079,Lebanon,2003,0,9.4047194
2.3,3.401197,Lebanon,2004,0,9.4193897
4.6999998,3.2958369,Lebanon,2005,0,9.4148569
4.6999998,3.1780541,Lebanon,2006,0,9.4127741
4.6999998,3.135494,Lebanon,2007,0,9.4950027
4.6999998,3.044523,Lebanon,2008,0,9.5886145
3.0999999,2.9957321,Lebanon,2009,0,9.6670313
3.0999999,2.9444389,Lebanon,2010,0,9.7081881
3.0999999,2.890372,Lebanon,2011,0,9.6610136
3.0999999,2.8332131,Lebanon,2012,0,9.6196175
3.0999999,2.772589,Lebanon,2013,0,9.5750284
3.0999999,2.772589,Lebanon,2014,0,9.5346947
3.125,2.70805,Lebanon,2015,0,9.4994745
7.3000002,6.4441309,Lesotho,1990,0,7.229404
7.3000002,6.3733201,Lesotho,1991,0,7.2778649
7.3000002,6.3135481,Lesotho,1992,0,7.3253651
4.5999999,6.2672,Lesotho,1993,0,7.340117
4.5999999,6.257668,Lesotho,1994,0,7.379612
4.5999999,6.2633982,Lesotho,1995,0,7.3953309
4.5999999,6.287858,Lesotho,1996,0,7.4351859
4.5999999,6.3279371,Lesotho,1997,0,7.4586668
3.8,6.3733201,Lesotho,1998,0,7.4624791
3.8,6.4216218,Lesotho,1999,0,7.4567819
3.8,6.4754329,Lesotho,2000,0,7.485034
3.8,6.5206208,Lesotho,2001,0,7.510838
11.7,6.556778,Lesotho,2002,0,7.5094142
11.7,6.5820251,Lesotho,2003,0,7.5457401
11.7,6.6025882,Lesotho,2004,0,7.5544062
11.7,6.6147261,Lesotho,2005,0,7.5803342
11.7,6.5861721,Lesotho,2006,0,7.6135311
23.5,6.5610309,Lesotho,2007,0,7.652307
